title,property_type,bedrooms,bathrooms,monthly_rent,available_from,is_available,address
"Cozy 2 Bed Apartment in Phulbari 4, Ghorakhori, Okhaldhunga",apartment,2,3,13659,8/21/2025,TRUE,"Phulbari 4, Ghorakhori, Okhaldhunga"
"Spacious 4 Bed House in Abhiyanpath, Syangja",house,4,3,24817,9/20/2025,TRUE,"Abhiyanpath, Syangja"
"Bright 2 Bed Apartment in KTH-7, Chabahil, Kathmandu",apartment,2,2,12143,9/18/2025,FALSE,"KTH-7, Chabahil, Kathmandu"
"Elegant 2 Bed Apartment in Arughat, Gorkha",apartment,2,1,12234,7/10/2025,TRUE,"Arughat, Gorkha"
"Cozy Room in Kathmandu Ma.Na.Pa. 6, Bouddha, Kathmandu",room,1,1,9183,8/16/2025,TRUE,"Kathmandu Ma.Na.Pa. 6, Bouddha, Kathmandu"
"Elegant 3 Bed Apartment in Rato Pul (Outer Ring Road), Kathmandu",apartment,3,2,10641,7/6/2025,FALSE,"Rato Pul (Outer Ring Road), Kathmandu"
"Charming Room in Pokharathok, Arghakhanchi",room,1,1,7722,7/28/2025,FALSE,"Pokharathok, Arghakhanchi"
"Spacious 2 Bed Apartment in Baphal, Kathmandu",apartment,2,2,12553,7/27/2025,FALSE,"Baphal, Kathmandu"
"Spacious Room in Simkot, Humla",room,1,1,6790,9/14/2025,TRUE,"Simkot, Humla"
"Bright 4 Bed House in Charpane, Birtamod, Jhapa",house,4,2,18858,8/5/2025,TRUE,"Charpane, Birtamod, Jhapa"
"Bright 4 Bed House in Bardagoriya Gaupalika-1, Bauniya, Kailali",house,4,1,22044,7/31/2025,TRUE,"Bardagoriya Gaupalika-1, Bauniya, Kailali"
"Spacious 3 Bed House in Shivagang, Jhapa",house,3,3,24297,7/9/2025,TRUE,"Shivagang, Jhapa"
"Cozy 4 Bed House in Dekocha, Bhaktapur",house,4,2,17122,7/26/2025,FALSE,"Dekocha, Bhaktapur"
"Modern 3 Bed House in Sotang, Solukhumbu",house,3,1,20641,7/10/2025,TRUE,"Sotang, Solukhumbu"
"Cozy 3 Bed Apartment in Ka.Ma.Na.Pa. 30, Dillibazar, Kathmandu",apartment,3,1,13701,8/31/2025,FALSE,"Ka.Ma.Na.Pa. 30, Dillibazar, Kathmandu"
"Spacious 3 Bed Apartment in KTm-10, Baneswor, Kathmandu",apartment,3,1,10439,7/14/2025,TRUE,"KTm-10, Baneswor, Kathmandu"
"Modern Room in Nayabazaar, Kathmandu",room,1,1,6763,7/16/2025,FALSE,"Nayabazaar, Kathmandu"
"Bright 2 Bed House in Nadipur, Kaski",house,2,2,21400,7/2/2025,FALSE,"Nadipur, Kaski"
"Charming Room in KaManaPa 6, Bouddha, Kathmandu",room,1,1,7776,7/14/2025,FALSE,"KaManaPa 6, Bouddha, Kathmandu"
"Cozy Room in Bhumesthan 6, Dhading",room,1,1,8096,7/19/2025,FALSE,"Bhumesthan 6, Dhading"
"Modern Room in Bhagabatibari, Kathmandu",room,1,1,6829,6/30/2025,TRUE,"Bhagabatibari, Kathmandu"
"Bright 3 Bed Apartment in Thankot, Kathmandu",apartment,3,1,14380,8/23/2025,TRUE,"Thankot, Kathmandu"
"Bright Room in Baphal, Kalimati, Kathmandu",room,1,1,8512,9/16/2025,FALSE,"Baphal, Kalimati, Kathmandu"
"Bright Room in Man Bhawan, Lalitpur",room,1,1,7918,9/3/2025,TRUE,"Man Bhawan, Lalitpur"
"Modern 3 Bed Apartment in Durabr Chhetra, Bhaktapur",apartment,3,1,10670,9/16/2025,TRUE,"Durabr Chhetra, Bhaktapur"
"Spacious Room in Bhotewadar, Lamjung",room,1,1,6641,7/9/2025,TRUE,"Bhotewadar, Lamjung"
"Elegant Room in Charali, Duhagadhi 4, Jhapa",room,1,1,8348,8/23/2025,FALSE,"Charali, Duhagadhi 4, Jhapa"
"Cozy Room in Khoyawahi, Lalitpur",room,1,1,9647,7/5/2025,FALSE,"Khoyawahi, Lalitpur"
"Charming 2 Bed Apartment in Golbazar, Siraha",apartment,2,3,12537,9/3/2025,TRUE,"Golbazar, Siraha"
"Elegant 2 Bed Apartment in Wami Taksar, Gulmi",apartment,2,1,11576,7/18/2025,TRUE,"Wami Taksar, Gulmi"
"Cozy 3 Bed Apartment in Dhangadhi 5, Kailali",apartment,3,2,14734,8/7/2025,TRUE,"Dhangadhi 5, Kailali"
"Cozy Room in Mahendranagar, Beldandi, Kanchanpur",room,1,1,8909,8/31/2025,FALSE,"Mahendranagar, Beldandi, Kanchanpur"
"Elegant 3 Bed House in Kalaiya, Bara",house,3,4,19005,7/31/2025,FALSE,"Kalaiya, Bara"
"Cozy 2 Bed House in Mainapokhar, Bardiya",house,2,3,23328,8/31/2025,FALSE,"Mainapokhar, Bardiya"
"Elegant 3 Bed Apartment in Bhanu 6, Tanahu",apartment,3,2,11959,7/15/2025,FALSE,"Bhanu 6, Tanahu"
"Charming 2 Bed House in Okharkot, Machhi, Pyuthan",house,2,3,15236,7/24/2025,FALSE,"Okharkot, Machhi, Pyuthan"
"Cozy Room in Jhota, Bajhang",room,1,1,8984,9/17/2025,TRUE,"Jhota, Bajhang"
"Spacious Room in Sukedhara (Ring Road), Kathmandu",room,1,1,6252,9/18/2025,FALSE,"Sukedhara (Ring Road), Kathmandu"
"Elegant 2 Bed House in Budhabare, Jhapa",house,2,2,15325,8/15/2025,TRUE,"Budhabare, Jhapa"
"Spacious Room in Gokarneswor NP-15, Gokarn, Kathmandu",room,1,1,9143,8/12/2025,TRUE,"Gokarneswor NP-15, Gokarn, Kathmandu"
"Modern 2 Bed Apartment in Birgunj, Parsa",apartment,2,3,11199,7/21/2025,FALSE,"Birgunj, Parsa"
"Bright Room in Birgunj Ghanta Ghar, Birgunj",room,1,1,9887,7/14/2025,FALSE,"Birgunj Ghanta Ghar, Birgunj"
"Bright Room in Kumari-3, Nuwakot",room,1,1,8143,7/29/2025,FALSE,"Kumari-3, Nuwakot"
"Charming 2 Bed Apartment in Gokarna, Kathmandu",apartment,2,3,14320,8/3/2025,TRUE,"Gokarna, Kathmandu"
"Spacious Room in Pharping, Kathmandu",room,1,1,5685,9/15/2025,FALSE,"Pharping, Kathmandu"
"Modern 3 Bed House in Illam, Illam",house,3,1,24015,7/17/2025,FALSE,"Illam, Illam"
"Elegant 3 Bed House in Bayarban, Ramailo, Morang",house,3,4,21608,7/23/2025,TRUE,"Bayarban, Ramailo, Morang"
"Spacious 3 Bed House in Kushmi Shera, Bajhang",house,3,3,23353,9/9/2025,TRUE,"Kushmi Shera, Bajhang"
"Modern Room in Kamalpokhari, Kathmandu",room,1,1,8291,9/16/2025,FALSE,"Kamalpokhari, Kathmandu"
"Spacious 4 Bed House in Ugratara, Janagal 4, Kavrepalanchowk",house,4,1,21268,7/12/2025,TRUE,"Ugratara, Janagal 4, Kavrepalanchowk"
"Charming 4 Bed House in Bhadrapur, Jhapa",house,4,3,22302,9/19/2025,TRUE,"Bhadrapur, Jhapa"
"Cozy 2 Bed House in Tahachal, Kathmandu",house,2,1,19779,7/19/2025,FALSE,"Tahachal, Kathmandu"
"Bright Room in Kharanitar, Nuwakot",room,1,1,8430,9/14/2025,FALSE,"Kharanitar, Nuwakot"
"Spacious Room in Hattiban, Lalitpur",room,1,1,6156,8/26/2025,TRUE,"Hattiban, Lalitpur"
"Bright 2 Bed Apartment in Kebre Bhanjang, Syangja",apartment,2,2,10858,9/22/2025,FALSE,"Kebre Bhanjang, Syangja"
"Charming 3 Bed Apartment in Triyuga-2, Gaighat, Udayapur",apartment,3,3,10366,7/12/2025,FALSE,"Triyuga-2, Gaighat, Udayapur"
"Bright 2 Bed Apartment in Dingla, Bhojpur",apartment,2,3,10117,7/15/2025,FALSE,"Dingla, Bhojpur"
"Cozy 2 Bed Apartment in Paknajol, Kathmandu",apartment,2,1,12767,9/2/2025,TRUE,"Paknajol, Kathmandu"
"Modern Room in Goldhap-4, Jhapa",room,1,1,7091,9/3/2025,TRUE,"Goldhap-4, Jhapa"
"Elegant 2 Bed Apartment in Mirchaiya NP 6, Siraha",apartment,2,1,13445,7/28/2025,FALSE,"Mirchaiya NP 6, Siraha"
"Cozy 4 Bed House in Sanischare, Jhapa",house,4,3,16705,9/14/2025,TRUE,"Sanischare, Jhapa"
"Bright 2 Bed House in Gaushala, Kathmandu",house,2,4,22996,8/28/2025,FALSE,"Gaushala, Kathmandu"
"Charming 3 Bed Apartment in Balewa, Baglung",apartment,3,3,13422,9/6/2025,FALSE,"Balewa, Baglung"
"Elegant Room in Ward No. 7, Gwarko, Outer, Lalitpur",room,1,1,9838,9/3/2025,FALSE,"Ward No. 7, Gwarko, Outer, Lalitpur"
"Spacious 4 Bed House in KaMaNaPa 16, (Outer, Kathmandu",house,4,3,15991,9/4/2025,TRUE,"KaMaNaPa 16, (Outer, Kathmandu"
"Elegant 2 Bed Apartment in Dharapani, Dhanusha",apartment,2,1,12614,9/13/2025,TRUE,"Dharapani, Dhanusha"
"Modern 4 Bed House in Bhaktapur, Bhaktapur",house,4,3,15292,7/18/2025,TRUE,"Bhaktapur, Bhaktapur"
"Charming 2 Bed Apartment in Sotang, Solukhumbu",apartment,2,2,14001,7/16/2025,FALSE,"Sotang, Solukhumbu"
"Bright 2 Bed House in Purandhara 4, Dang",house,2,4,18286,7/25/2025,FALSE,"Purandhara 4, Dang"
"Modern 2 Bed Apartment in Rajbiraj-4, Saptari",apartment,2,3,12098,9/18/2025,FALSE,"Rajbiraj-4, Saptari"
"Elegant 3 Bed Apartment in Sanepa, Lalitpur",apartment,3,2,12920,7/30/2025,FALSE,"Sanepa, Lalitpur"
"Cozy Room in Ratancha, Khotang",room,1,1,9612,8/7/2025,FALSE,"Ratancha, Khotang"
"Spacious Room in Baudhha 6, Kathmandu",room,1,1,9063,8/20/2025,TRUE,"Baudhha 6, Kathmandu"
"Elegant 3 Bed House in Phulbari 4, Ghorakhori, Okhaldhunga",house,3,2,23005,8/7/2025,TRUE,"Phulbari 4, Ghorakhori, Okhaldhunga"
"Elegant 3 Bed House in Sohrakhutte, Kathmandu",house,3,4,17055,9/10/2025,TRUE,"Sohrakhutte, Kathmandu"
"Bright Room in Jhagajholi, Sindhuli",room,1,1,9192,9/11/2025,FALSE,"Jhagajholi, Sindhuli"
"Modern Room in Ka.Ma.Na.Pa. 29, Goganbu, Kathmandu",room,1,1,9462,7/24/2025,FALSE,"Ka.Ma.Na.Pa. 29, Goganbu, Kathmandu"
"Elegant Room in Bhabanipur, Rautahat",room,1,1,6524,7/2/2025,FALSE,"Bhabanipur, Rautahat"
"Charming Room in Pukhulachhi 9, Sankhu, Kathmandu",room,1,1,6699,8/19/2025,FALSE,"Pukhulachhi 9, Sankhu, Kathmandu"
"Charming Room in Bharatpokhari 3, Kaski",room,1,1,6628,9/5/2025,FALSE,"Bharatpokhari 3, Kaski"
"Charming Room in Gokarna, Kathmandu",room,1,1,6626,7/17/2025,FALSE,"Gokarna, Kathmandu"
"Elegant 2 Bed House in Chutrabesi, Arghakhanchi",house,2,2,16483,8/7/2025,TRUE,"Chutrabesi, Arghakhanchi"
"Modern 3 Bed Apartment in Syangja, Syangja",apartment,3,2,14498,9/21/2025,FALSE,"Syangja, Syangja"
"Elegant 4 Bed House in Japakpur Upamahanagarpalika 1, Prashuram Marg, Janakpur, Dhanusha",house,4,1,17090,9/6/2025,FALSE,"Japakpur Upamahanagarpalika 1, Prashuram Marg, Janakpur, Dhanusha"
"Modern Room in Pathari Shanishchare NaPa, Morang",room,1,1,8596,7/13/2025,FALSE,"Pathari Shanishchare NaPa, Morang"
"Charming Room in Sankhu, Kathmandu",room,1,1,5617,6/30/2025,TRUE,"Sankhu, Kathmandu"
"Spacious 2 Bed Apartment in Rabi bhavan, Sunargaun, Kathmandu",apartment,2,3,14195,8/9/2025,FALSE,"Rabi bhavan, Sunargaun, Kathmandu"
"Charming 2 Bed Apartment in kulaun 2, Baitadi",apartment,2,2,11430,8/31/2025,FALSE,"kulaun 2, Baitadi"
"Modern Room in Dillibazar, Kathmandu",room,1,1,9144,7/12/2025,FALSE,"Dillibazar, Kathmandu"
"Spacious 2 Bed House in Madhyapur Na.Pa. Ward 3, Bhaktapur",house,2,4,16106,7/13/2025,TRUE,"Madhyapur Na.Pa. Ward 3, Bhaktapur"
"Charming 3 Bed House in Tokha, Kathmandu",house,3,3,16556,6/30/2025,FALSE,"Tokha, Kathmandu"
"Bright 2 Bed Apartment in Panipokhari, Kathmandu",apartment,2,3,12146,7/2/2025,FALSE,"Panipokhari, Kathmandu"
"Modern 3 Bed House in New Baneshwor, Kathmandu",house,3,1,17885,8/15/2025,FALSE,"New Baneshwor, Kathmandu"
"Modern 2 Bed House in Damak, Jhapa",house,2,1,18859,8/6/2025,FALSE,"Damak, Jhapa"
"Modern 2 Bed House in Parroha, Ram Nagar, Rupandehi",house,2,2,24293,8/3/2025,FALSE,"Parroha, Ram Nagar, Rupandehi"
"Cozy 2 Bed House in Thankot, Kathmandu",house,2,4,18479,7/1/2025,TRUE,"Thankot, Kathmandu"
"Spacious 2 Bed House in Taulachhe, Bhaktapur",house,2,4,23533,8/5/2025,FALSE,"Taulachhe, Bhaktapur"
"Cozy 3 Bed House in Purano Baneshwor, Kathmandu",house,3,3,19898,7/18/2025,FALSE,"Purano Baneshwor, Kathmandu"
"Bright Room in Bansbari, Kathmandu",room,1,1,7647,7/18/2025,FALSE,"Bansbari, Kathmandu"
"Bright 2 Bed House in Barkulpur, Kapilbastu",house,2,4,24502,9/13/2025,FALSE,"Barkulpur, Kapilbastu"
"Modern Room in Mahadevsthan, Doti",room,1,1,8406,7/20/2025,TRUE,"Mahadevsthan, Doti"
"Cozy Room in Ramgha, Lamjung",room,1,1,7642,8/27/2025,FALSE,"Ramgha, Lamjung"
"Charming 3 Bed Apartment in Yashok, Panchathar",apartment,3,2,14453,8/3/2025,FALSE,"Yashok, Panchathar"
"Charming 3 Bed House in Golbazar, Siraha",house,3,2,24112,8/18/2025,FALSE,"Golbazar, Siraha"
"Bright 3 Bed Apartment in Ram Nagar, Mirchiya, Siraha",apartment,3,3,10124,7/14/2025,TRUE,"Ram Nagar, Mirchiya, Siraha"
"Charming 2 Bed Apartment in Baniyani, Jhapa",apartment,2,3,11235,9/24/2025,FALSE,"Baniyani, Jhapa"
"Elegant 3 Bed Apartment in Old Baneshwor, Kathmandu",apartment,3,2,12096,7/7/2025,FALSE,"Old Baneshwor, Kathmandu"
"Charming 3 Bed House in Siddharthanagar, Rupandehi",house,3,3,22791,9/4/2025,TRUE,"Siddharthanagar, Rupandehi"
"Bright 2 Bed House in Chormara, Nawalparasi",house,2,2,20448,8/21/2025,FALSE,"Chormara, Nawalparasi"
"Bright 3 Bed House in Mauna Budhuk 2, Dhankuta",house,3,2,18832,8/29/2025,TRUE,"Mauna Budhuk 2, Dhankuta"
"Elegant 4 Bed House in Baneshwor, Kathmandu",house,4,3,17057,7/24/2025,FALSE,"Baneshwor, Kathmandu"
"Spacious 4 Bed House in Topgachi-9, Sarangpada, Jhapa",house,4,1,24482,8/18/2025,FALSE,"Topgachi-9, Sarangpada, Jhapa"
"Bright Room in Khaireni, Tanahu",room,1,1,5391,8/24/2025,TRUE,"Khaireni, Tanahu"
"Cozy Room in Suda, Kanchanpur",room,1,1,7911,7/4/2025,TRUE,"Suda, Kanchanpur"
"Cozy Room in Dharahari, Rautahat",room,1,1,5889,7/15/2025,TRUE,"Dharahari, Rautahat"
"Cozy 2 Bed Apartment in Samari-1, Nuwakot",apartment,2,1,14234,9/13/2025,FALSE,"Samari-1, Nuwakot"
"Cozy 2 Bed Apartment in Sauntha, Sijawa, Morang",apartment,2,2,12655,8/31/2025,FALSE,"Sauntha, Sijawa, Morang"
"Spacious Room in Kalighat, Bhaktapur",room,1,1,6783,9/7/2025,FALSE,"Kalighat, Bhaktapur"
"Spacious Room in Kholagaun, Rukum",room,1,1,8260,8/27/2025,TRUE,"Kholagaun, Rukum"
"Spacious Room in Duhabi Nagarpalika-3, Sunsari",room,1,1,9127,7/19/2025,FALSE,"Duhabi Nagarpalika-3, Sunsari"
"Spacious 4 Bed House in Dhadhabar, Bardiya",house,4,1,18529,8/7/2025,TRUE,"Dhadhabar, Bardiya"
"Spacious 3 Bed House in Narayangopalchowk, Kathmandu",house,3,2,23978,9/19/2025,TRUE,"Narayangopalchowk, Kathmandu"
"Modern 4 Bed House in Chapakot, Syangja",house,4,2,19370,8/1/2025,FALSE,"Chapakot, Syangja"
"Elegant 2 Bed Apartment in Prithivichowk, Pokhara",apartment,2,1,13723,7/3/2025,FALSE,"Prithivichowk, Pokhara"
"Bright 3 Bed House in Jadibuti, Kathmandu",house,3,2,15543,6/28/2025,TRUE,"Jadibuti, Kathmandu"
"Cozy 3 Bed House in Mitrapark, Kathmandu",house,3,2,19803,7/3/2025,FALSE,"Mitrapark, Kathmandu"
"Bright 4 Bed House in Swoyambhu, Kathmandu",house,4,4,20918,7/21/2025,FALSE,"Swoyambhu, Kathmandu"
"Modern 2 Bed Apartment in Jhadebar, Palpa",apartment,2,2,10897,7/30/2025,FALSE,"Jhadebar, Palpa"
"Elegant Room in Babarmahal, Kathmandu",room,1,1,7131,9/23/2025,FALSE,"Babarmahal, Kathmandu"
"Elegant 2 Bed House in Balmata, Syangja",house,2,4,19528,8/4/2025,TRUE,"Balmata, Syangja"
"Cozy 3 Bed House in Asthachowk, Bharatpur",house,3,3,22640,8/26/2025,TRUE,"Asthachowk, Bharatpur"
"Modern 4 Bed House in Chapagaun, Lalitpur",house,4,4,17359,8/2/2025,FALSE,"Chapagaun, Lalitpur"
"Modern 3 Bed Apartment in Balaju, Kathmandu",apartment,3,1,14823,8/23/2025,FALSE,"Balaju, Kathmandu"
"Bright 3 Bed Apartment in Sankhuwasabha, Khandbari",apartment,3,1,13917,7/3/2025,TRUE,"Sankhuwasabha, Khandbari"
"Modern 3 Bed Apartment in Bode Barsain, Saptari",apartment,3,3,10970,8/24/2025,FALSE,"Bode Barsain, Saptari"
"Elegant 3 Bed House in Simpani, Khotang",house,3,3,16493,9/21/2025,TRUE,"Simpani, Khotang"
"Charming Room in Gamnangtar-4, Okhaldhunda",room,1,1,6744,9/14/2025,FALSE,"Gamnangtar-4, Okhaldhunda"
"Modern 2 Bed House in Nijgadh, Bara",house,2,4,15424,7/17/2025,TRUE,"Nijgadh, Bara"
"Elegant 2 Bed House in Chandragadhi, Jhapa",house,2,2,18460,7/8/2025,TRUE,"Chandragadhi, Jhapa"
"Charming 2 Bed Apartment in Kathmandu, Kathmandu",apartment,2,1,13664,9/2/2025,TRUE,"Kathmandu, Kathmandu"
"Elegant 4 Bed House in Ithara 7, Morang",house,4,1,22047,7/9/2025,TRUE,"Ithara 7, Morang"
"Spacious 3 Bed House in Sripur 14, Birgunj, Parsa",house,3,4,21547,9/18/2025,TRUE,"Sripur 14, Birgunj, Parsa"
"Elegant 3 Bed Apartment in Rainash N.Pa 5, Tin Piple, Lamjung",apartment,3,3,12197,7/30/2025,TRUE,"Rainash N.Pa 5, Tin Piple, Lamjung"
"Spacious 2 Bed Apartment in Rabi bhavan, Sunargaun, Kathmandu",apartment,2,1,13044,8/19/2025,FALSE,"Rabi bhavan, Sunargaun, Kathmandu"
"Cozy 2 Bed Apartment in Nepalgunj-13, Surkhet Road, Banke",apartment,2,2,13319,8/15/2025,FALSE,"Nepalgunj-13, Surkhet Road, Banke"
"Bright 3 Bed House in Khalanga, Pyuthan",house,3,4,24694,7/21/2025,TRUE,"Khalanga, Pyuthan"
"Elegant 2 Bed Apartment in Rumjatar, Okhaldhunda",apartment,2,3,10081,8/4/2025,TRUE,"Rumjatar, Okhaldhunda"
"Bright 2 Bed House in Janakpur -4, Dhanusha",house,2,1,19371,7/15/2025,FALSE,"Janakpur -4, Dhanusha"
"Elegant 3 Bed House in Ruru-4, Ridi, Gulmi",house,3,2,19967,7/30/2025,FALSE,"Ruru-4, Ridi, Gulmi"
"Modern Room in Katari, Udayapur",room,1,1,7920,8/10/2025,TRUE,"Katari, Udayapur"
"Elegant Room in Kusunti, Lalitpur",room,1,1,6540,9/8/2025,TRUE,"Kusunti, Lalitpur"
"Charming 2 Bed Apartment in Kharipati, Bhaktapur",apartment,2,3,13911,7/29/2025,FALSE,"Kharipati, Bhaktapur"
"Spacious 3 Bed House in Rupnagar, Saptari",house,3,3,20658,9/16/2025,TRUE,"Rupnagar, Saptari"
"Spacious 3 Bed Apartment in Nepalgunj, Banke",apartment,3,1,10565,9/11/2025,FALSE,"Nepalgunj, Banke"
"Bright 3 Bed Apartment in Dumariya, Rautahat",apartment,3,3,13797,9/17/2025,TRUE,"Dumariya, Rautahat"
"Charming Room in Pipra Paschim 2, Saptari",room,1,1,9366,8/10/2025,FALSE,"Pipra Paschim 2, Saptari"
"Bright 2 Bed House in Bel Batika, Arghakhachi",house,2,1,24747,8/13/2025,TRUE,"Bel Batika, Arghakhachi"
"Bright 3 Bed Apartment in Baraha Chhetra, Sunsari",apartment,3,3,11505,9/5/2025,TRUE,"Baraha Chhetra, Sunsari"
"Elegant Room in Ragani, Okhaldhunga",room,1,1,8413,7/27/2025,TRUE,"Ragani, Okhaldhunga"
"Modern 2 Bed Apartment in Kanya Marga, Biratnagar",apartment,2,2,11215,9/8/2025,TRUE,"Kanya Marga, Biratnagar"
"Elegant Room in Subidha Nagar, Kathmandu",room,1,1,7788,7/12/2025,TRUE,"Subidha Nagar, Kathmandu"
"Elegant Room in Nadipur, Pokhara",room,1,1,5480,9/7/2025,TRUE,"Nadipur, Pokhara"
"Bright 2 Bed Apartment in Santapur, Rautahat",apartment,2,1,10137,7/4/2025,TRUE,"Santapur, Rautahat"
"Spacious 2 Bed Apartment in Tripureswor, Kathmandu",apartment,2,2,10990,7/21/2025,FALSE,"Tripureswor, Kathmandu"
"Elegant 2 Bed House in Jawalakhel, Lalitpur",house,2,4,23631,7/11/2025,TRUE,"Jawalakhel, Lalitpur"
"Elegant 2 Bed Apartment in Chabahil-7, Kathmandu",apartment,2,3,11506,9/4/2025,FALSE,"Chabahil-7, Kathmandu"
"Modern Room in Narayangadh, Bharatpur",room,1,1,7580,7/15/2025,FALSE,"Narayangadh, Bharatpur"
"Spacious 4 Bed House in Chabhil (Outer Ringroad), Kathmandu",house,4,2,19280,8/23/2025,FALSE,"Chabhil (Outer Ringroad), Kathmandu"
"Cozy 4 Bed House in Sallaghari, Bhaktakur",house,4,4,16322,8/11/2025,TRUE,"Sallaghari, Bhaktakur"
"Cozy Room in Jalbore, Sindhupalchowk",room,1,1,7960,9/24/2025,FALSE,"Jalbore, Sindhupalchowk"
"Modern 3 Bed Apartment in Benighat, Dhading",apartment,3,1,13594,9/23/2025,TRUE,"Benighat, Dhading"
"Bright 2 Bed House in Imadole, Lalitpur",house,2,4,21404,8/15/2025,FALSE,"Imadole, Lalitpur"
"Cozy 3 Bed Apartment in Sunkoshi Gaupalika -3, Okhaldhunga",apartment,3,2,13709,8/19/2025,FALSE,"Sunkoshi Gaupalika -3, Okhaldhunga"
"Modern Room in Birjung, Parsa",room,1,1,6786,9/4/2025,FALSE,"Birjung, Parsa"
"Bright Room in Kachanapur-4, Mudui, Banke",room,1,1,7746,8/29/2025,TRUE,"Kachanapur-4, Mudui, Banke"
"Spacious Room in Kalikanagar, Butwal-10, Rupandehi",room,1,1,6238,8/26/2025,TRUE,"Kalikanagar, Butwal-10, Rupandehi"
"Charming 2 Bed House in Basundhara, Kathmandu",house,2,2,20259,8/2/2025,FALSE,"Basundhara, Kathmandu"
"Elegant Room in Bhagbatpur, Badhari, Saptari",room,1,1,6223,8/2/2025,TRUE,"Bhagbatpur, Badhari, Saptari"
"Elegant 3 Bed Apartment in Lamachaur, Pokhara, Kaski",apartment,3,1,12653,9/24/2025,FALSE,"Lamachaur, Pokhara, Kaski"
"Spacious 3 Bed House in Ghorali, Dang",house,3,4,17411,7/5/2025,FALSE,"Ghorali, Dang"
"Cozy 3 Bed Apartment in Mechi Nagarpalika-3, Jhapa",apartment,3,2,10638,8/21/2025,TRUE,"Mechi Nagarpalika-3, Jhapa"
"Elegant 2 Bed Apartment in Padsari-8, Kataiya, Rupandehi",apartment,2,3,14275,7/31/2025,FALSE,"Padsari-8, Kataiya, Rupandehi"
